idKorisnik,username,JMBG,ime,prezime,pol,datRodj,adresa,telefon,email,NASELJE_IDNASELJE
382,budislavkam4054,2310927675671,Budislavka,Makočević,F,1927-10-23,GAVRILA PRINCIPA 38,+381 63 686 5353,,736589
383,radosijabro8426,2710950225312,Radosija,Broćilović,F,1950-10-27,ZMAJ JOVINA 3,+381 68 161 8571,,736210
384,slavoljubpo248,0208972444955,Slavoljub,Poletanović,M,1972-08-02,BABIN POTOK 93,+381 69 688 0484,slavoljubpo248@yahoo.com,735256
385,grujonovače1972,1011952574165,Grujo,Novačesković,M,1952-11-10,PADINSKA 46,+381 69 458 4733,grujonovače1972@mail.ru,728047
386,BiljanPopović,1711944712026,Biljan,Popović,M,1944-11-17,SOLUNSKA 6,+381 69 767 0137,,701025
387,miletageras3228,2611935771597,Mileta,Gerasimović,M,1935-11-26,OBILIĆEVA 1,+381 60 380 1007,,700754
388,ZvonkoJestrović,1105927790129,Zvonko,Jestrović,M,1927-05-11,DRAKČETA MILOVANOVIĆA 60,+381 60 008 3010,,701351
389,SokaČegarević,2712006659832,Soka,Čegarević,F,2006-12-27,NUŠIĆEVA 40,+381 64 356 7516,SokaČegarević@gmail.com,736643
390,paraskevaro2376,3004926507718,Paraskeva,Rojević,F,1926-04-30,OMLADINSKA 1,+381 66 876 2681,,700991
391,timotijebok9980,1509993774142,Timotije,Bokalović,M,1993-09-15,SOLUNSKA 6,+381 62 610 2521,timotijebok9980@mail.ru,700614
392,KosaraČolović,0306926665744,Kosara,Čolović,F,1926-06-03,7.JULI 17,+381 60 202 5625,,701068
393,hvalislavol3072,2905004303347,Hvalislav,Olčanović,M,2004-05-29,LELE POPOVIĆ 77,+381 63 083 3103,hvalislavol3072@yandex.ru,700614
394,BrnčaMaličević,0103935192045,Brnča,Maličević,M,1935-03-01,ĐURE JAKŠIĆA 11,+381 64 085 4230,BrnčaMaličević@hotmail.com,731552
395,GrubacŽivčević,2107977103819,Grubac,Živčević,M,1977-07-21,MIODRAGA MILENKOVIĆA 3B,+381 61 430 7364,GrubacŽivčević@yandex.ru,744441
396,ljupkostana7505,2103984314872,Ljupko,Stanarčević,M,1984-03-21,RESAVSKA 146,+381 67 156 8555,ljupkostana7505@yahoo.com,738000
397,vericapetra5183,1508938869579,Verica,Petranjesković,F,1938-08-15,VUKA KARADŽIĆA 1A,+381 62 423 2116,,744492
398,vladicajorg320,2903960601939,Vladica,Jorgaćević,M,1960-03-29,DESPOTOVAČKI PUT 71,+381 64 727 8128,vladicajorg320@yahoo.com,744492
399,kovinkagluv4261,1908953995697,Kovinka,Gluvaković,F,1953-08-19,JASENOVO 190A,+381 66 888 6228,,713970
400,VunkoRadošević,1207957272558,Vunko,Radošević,M,1957-07-12,SRPSKIH VLADARA 16,+381 61 822 5681,,731781
401,BrnčaSusurović,2105968242353,Brnča,Susurović,M,1968-05-21,8. OKTOBAR 142,+381 61 516 7216,,731960
402,antonijesel6192,2207949424434,Antonije,Selaković,M,1949-07-22,DOSTOJEVSKOG 41,+381 60 700 3471,,731501
403,ljepavajorg2718,1501952739908,Ljepava,Jorgaćević,F,1952-01-15,BELJAJKA 143,+381 63 477 0483,,713830
404,DrailoBauković,0108993701104,Drailo,Bauković,M,1993-08-01,RADOJA DOMANOVIĆA 1,+381 68 287 2568,DrailoBauković@yahoo.com,731625
405,želimirkaur8678,2012995245324,Želimirka,Ursulović,F,1995-12-20,RAVANIČKA 126,+381 61 686 1852,želimirkaur8678@yandex.ru,744476
406,cvjetanđoin260,0205943590136,Cvjetan,Đoinčević,M,1943-05-02,JEZERO 101,+381 68 875 5721,,713988
407,georginatot4640,1005942448927,Georgina,Totošković,F,1942-05-10,ZLATOVO 206,+381 66 842 1315,,713961
408,budislavaje6479,2512966735869,Budislava,Jelesijević,F,1966-12-25,MLAVSKA 7,+381 67 002 5211,,731757
409,veselinkaće7397,2212004398161,Veselinka,Ćetković,F,2004-12-22,NARODNOG FRONTA 41,+381 67 522 7266,veselinkaće7397@yandex.ru,731960
410,spomenkosrđ188,1406953012363,Spomenko,Srđenović,M,1953-06-14,KRILAŠ 8,+381 65 838 5513,,732036
411,jasenkomilk3375,1107985333235,Jasenko,Milkanović,M,1985-07-11,TRI JERARHA 15,+381 67 548 2517,jasenkomilk3375@yandex.ru,732036
412,vojinkamiša9234,1210956875182,Vojinka,Mišanović,F,1956-10-12,POPOVAČKA 13,+381 62 110 8014,,731943
413,RajakTikvarević,1111942890376,Rajak,Tikvarević,M,1942-11-11,VRANJEVAC 36,+381 64 562 7462,,727164
414,TrišaŠarošković,2905967364376,Triša,Šarošković,M,1967-05-29,GVOZDENA STANOJEVIĆA 48,+381 63 485 6130,TrišaŠarošković@hotmail.com,709484
415,milunkajagu5799,1512004227012,Milunka,Jaguzović,F,2004-12-15,MARKA STOJANOVIĆA 101A,+381 69 662 1534,milunkajagu5799@yandex.ru,800775
416,JandreKažović,2802948092066,Jandre,Kažović,M,1948-02-28,VRAČEVGAJSKI PUT NOVA 11A,+381 60 385 1212,,800775
417,MilušaTutorović,1401001816366,Miluša,Tutorović,F,2001-01-14,AUTO KAMP NOVA 59,+381 60 684 5521,MilušaTutorović@gmail.com,800767
418,ZlataKecanović,0510975357332,Zlata,Kecanović,F,1975-10-05,REVENICA 11,+381 66 614 7483,ZlataKecanović@yahoo.com,709646
419,ZoraSimićević,0303932717235,Zora,Simićević,F,1932-03-03,SAVE KOVAČEVIĆA 35,+381 61 316 2732,,709492
420,LjubinkaNovović,2503976448562,Ljubinka,Novović,F,1976-03-25,DOBRIVOJA PETROVIĆA 12B,+381 66 483 1232,LjubinkaNovović@hotmail.com,731455
421,MajdaRadević,1212991337496,Majda,Radević,F,1991-12-12,CARA DUŠANA 9,+381 62 223 2437,MajdaRadević@mail.ru,731455
422,grubanradis9659,2310990421081,Gruban,Radisavljević,M,1990-10-23,PANJEVAC 90,+381 67 625 4536,grubanradis9659@hotmail.com,714054
423,TeofilDumović,0911929992396,Teofil,Dumović,M,1929-11-09,VRANJSKA 12,+381 62 466 6375,,715042
424,JelačaArmaković,1612991089832,Jelača,Armaković,F,1991-12-16,TUMANSKA 60,+381 60 440 7725,JelačaArmaković@yandex.ru,713104
425,PerunkoTucović,3110971834047,Perunko,Tucović,M,1971-10-31,IVE LOLE RIBARA 32A,+381 64 200 0302,PerunkoTucović@yahoo.com,709603
426,VojoBolević,2507937262072,Vojo,Bolević,M,1937-07-25,MIROSLAVA STOJANOVIĆA 8,+381 60 354 5882,VojoBolević@gmail.com,709492
427,vidosavakot7766,1806959735614,Vidosava,Kotkojević,F,1959-06-18,CARA LAZARA 63,+381 69 877 5471,,712906
428,vladojemaku3060,2404983934278,Vladoje,Makunčević,M,1983-04-24,PRVO BEOGRADSKO SOKAČE 42,+381 65 667 1070,,712906
429,LeonoraRončević,2807987805081,Leonora,Rončević,F,1987-07-28,SVETOG SAVE 62,+381 62 357 5013,,722936
430,sekulaparta8592,3010930544376,Sekula,Partaljević,M,1930-10-30,7. JULA 8A,+381 63 477 1763,,722782
431,JokaIvošević,0607974065539,Joka,Ivošević,F,1974-07-06,SLOBODANA JOVIĆA 16,+381 67 507 6001,JokaIvošević@yahoo.com,722782
432,AnkaČokanović,1407981449699,Anka,Čokanović,F,1981-07-14,7.JULA 44,+381 69 730 2621,AnkaČokanović@yandex.ru,723304
433,melanijadab6153,1005930937893,Melanija,Dabulović,F,1930-05-10,MIHAJLA PUPINA 30,+381 66 464 0171,,723258
434,OjdanaArbutović,1511962888743,Ojdana,Arbutović,F,1962-11-15,KAMENIČKO SOKAČE 14,+381 66 667 8202,OjdanaArbutović@gmail.com,705969
435,IlinkoKočović,2305005910252,Ilinko,Kočović,M,2005-05-23,PREKOPOTOČKA 1,+381 65 331 7406,IlinkoKočović@yandex.ru,705861
436,samuiloćiri4138,0907997630595,Samuilo,Ćirimanović,M,1997-07-09,PANJEVAČKA 22,+381 60 183 6546,samuiloćiri4138@yandex.ru,706108
437,radovinkaig1887,0212973108095,Radovinka,Ignjević,F,1973-12-02,KRALJA PETRA KARAĐORĐEVIĆA 4,+381 63 470 6373,radovinkaig1887@yahoo.com,715280
438,JovanaLalević,1902992656156,Jovana,Lalević,F,1992-02-19,KRALJA PETRA KARAĐORĐEVIĆA 10,+381 60 732 3051,JovanaLalević@gmail.com,715280
439,senijaklješ9628,1503972448616,Senija,Klještanović,F,1972-03-15,GARSKA 57,+381 62 386 4105,senijaklješ9628@hotmail.com,706159
440,ObretenDžudović,1203968993925,Obreten,Džudović,M,1968-03-12,NOVICE NOVKOVIĆA 59,+381 69 186 4466,ObretenDžudović@mail.ru,723924
441,SenijaVukenović,0608989435323,Senija,Vukenović,F,1989-08-06,NIKOLE TESLE 41,+381 62 360 1261,SenijaVukenović@yandex.ru,723746
442,stašamijoma560,0601956299089,Staša,Mijomanović,F,1956-01-06,KRALJA PETRA 28,+381 62 536 5341,stašamijoma560@mail.ru,714682
443,ognjanakala2966,2409955705625,Ognjana,Kalajitović,F,1955-09-24,MILOŠA CRNJANSKOG 9A,+381 69 408 2481,,715328
444,SenkaSuknović,0808987568905,Senka,Suknović,F,1987-08-08,JASTREBAČKI PARTIZANI 1,+381 67 861 4884,SenkaSuknović@gmail.com,727792
445,JagodaMatanović,0107994078683,Jagoda,Matanović,F,1994-07-01,RANKA ŽERAVICE 27,+381 65 842 0185,JagodaMatanović@gmail.com,729531
446,velemirjanj1954,0805958594332,Velemir,Janjušević,M,1958-05-08,KRALJICE MARIJE 62,+381 67 463 6320,,701335
447,SonjaCincović,2711961349975,Sonja,Cincović,F,1961-11-27,NIŠKA 104V,+381 62 212 4681,,727768
448,KosaMarinković,2201002115429,Kosa,Marinković,F,2002-01-22,PRVOMAJSKA 11,+381 68 742 8167,KosaMarinković@yandex.ru,700614
449,bojanabrnja7183,1909967628183,Bojana,Brnjašević,F,1967-09-19,NOVO NASELJE 25,+381 67 130 0885,bojanabrnja7183@yahoo.com,740853
450,milojkakolj7463,2611001026719,Milojka,Koljković,F,2001-11-26,KASANDRIJSKA 13,+381 60 186 5077,milojkakolj7463@mail.ru,729388
451,duškovlaisa2607,0601967234319,Duško,Vlaisavljević,M,1967-01-06,22. MAJ 7,+381 66 607 8623,,714640
452,milojkadavi917,1801982646577,Milojka,Davičević,F,1982-01-18,ERNESTA HEMINGVEJA  27,+381 64 188 5200,milojkadavi917@yahoo.com,728985
453,SenijaBudanović,1806972679411,Senija,Budanović,F,1972-06-18,LALE POPOVIĆ-TANJE 27,+381 69 103 7106,SenijaBudanović@mail.ru,792055
454,bisenijalju7771,1910988896262,Bisenija,Ljubatović,F,1988-10-19,ALEKSE NENADOVIĆA 3A,+381 64 488 7283,bisenijalju7771@yandex.ru,792055
455,ljepavatriv6801,0212997055706,Ljepava,Trivunčević,F,1997-12-02,SERDARA JOLA-PILETIĆA 23,+381 63 776 7366,ljepavatriv6801@mail.ru,729434
456,plamenkapet3731,3101972955443,Plamenka,Petrićević,F,1972-01-31,VOJVODE PUTNIKA 82,+381 60 150 1116,,729434
457,planinkazel8935,1307944426406,Planinka,Zelenković,F,1944-07-13,PUKOVNIKA SAŠE ĐORĐEVIĆA 25,+381 66 402 7320,,792039
458,varvarašuta1358,1707970716387,Varvara,Šutanović,F,1970-07-17,DRAGAČEVSKA 18,+381 68 162 3800,varvarašuta1358@gmail.com,729167
459,SofkaParipović,2402005839903,Sofka,Paripović,F,2005-02-24,RUDNIČKA PRILAZ 6 11,+381 60 635 8517,SofkaParipović@yandex.ru,792055
460,aleksandarj8002,2208993910062,Aleksandar,Janjušević,M,1993-08-22,LAZE KOSTIĆA 23,+381 65 478 0176,aleksandarj8002@gmail.com,792047
461,bogoljubčag5936,2207952421815,Bogoljub,Čagorović,M,1952-07-22,MILENTIJEVA 29A,+381 67 545 6685,bogoljubčag5936@yahoo.com,792047
462,ĆetkoMrvošević,0703937700911,Ćetko,Mrvošević,M,1937-03-07,SKADARSKA 36,+381 60 186 5745,ĆetkoMrvošević@hotmail.com,792012
463,radomirkaka1460,1905995087210,Radomirka,Karamarković,F,1995-05-19,RADOMIRA ANTIĆA 11,+381 68 030 3268,radomirkaka1460@yahoo.com,740802
464,zorabarjakt2953,2612943389270,Zora,Barjaktarević,F,1943-12-26,NIKOLE PAŠIĆA 30A,+381 66 663 6020,,740977
465,DražeAndrović,2708970371237,Draže,Andrović,M,1970-08-27,HRISTINE MARKIŠIĆ 5,+381 60 534 1212,,740977
466,BojanKlaparević,0512968581683,Bojan,Klaparević,M,1968-12-05,NIKOLE TESLE 12,+381 63 772 7232,BojanKlaparević@hotmail.com,723894
467,jevtankarbu8291,0408951741267,Jevtan,Karbunarević,M,1951-08-04,ZASELAK PADINE 1,+381 64 685 1004,jevtankarbu8291@yahoo.com,710113
468,bogdankakuc2232,2310947405482,Bogdanka,Kucanović,F,1947-10-23,NIKOLE TESLE 202,+381 60 605 4163,,725056
469,cvetanapran268,2701949797152,Cvetana,Prangašević,F,1949-01-27,VUKA KARADŽIĆA 49,+381 60 563 3774,,724017
470,željkanegro4379,2205934806499,Željka,Negrojević,F,1934-05-22,RADE ŽUNIĆA 149,+381 67 078 4012,,724548
471,biserkapavl5612,1303947749568,Biserka,Pavlićević,F,1947-03-13,VUKA KARADŽIĆA 26,+381 69 322 0787,,723878
472,ratomirlešt2568,1410983174013,Ratomir,Leštarević,M,1983-10-14,MOKRANJČEVA 18B,+381 61 413 7337,ratomirlešt2568@yahoo.com,724548
473,DoraTamamović,1604970135974,Dora,Tamamović,F,1970-04-16,RADANSKA 6,+381 65 034 0787,,724548
474,MitaLjubenović,1809983580594,Mita,Ljubenović,M,1983-09-18,DIMITRIJA TUCOVIĆA 108,+381 62 064 6561,MitaLjubenović@yandex.ru,724548
475,DraganaApanović,2002966725753,Dragana,Apanović,F,1966-02-20,VESELINA MASLEŠE 32,+381 60 228 3052,,724548
476,radislavkam6470,2903938075539,Radislavka,Milčanović,F,1938-03-29,TODORA JOVANČIĆA 39,+381 69 304 1857,,712566
477,SvetkoRoljević,0805996974987,Svetko,Roljević,M,1996-05-08,27. MARTA 51,+381 65 666 2374,SvetkoRoljević@mail.ru,724548
478,ugrinjakrup3579,0301937087122,Ugrinja,Krupniković,F,1937-01-03,GAVRILA PRINCIPA 83,+381 64 741 4320,,724548
479,ljepavameda6839,0205964539587,Ljepava,Medarović,F,1964-05-02,ZEKE BULJUBAŠE 109,+381 67 333 7386,ljepavameda6839@yandex.ru,724548
480,JovkaStuparević,0511967189853,Jovka,Stuparević,F,1967-11-05,ZAPLANJSKA 143B,+381 68 562 0532,JovkaStuparević@yahoo.com,723711
481,NovkaČolović,2802938485969,Novka,Čolović,F,1938-02-28,BRAĆE JUGOVIĆA 24,+381 66 887 2113,NovkaČolović@yahoo.com,723606
482,radušadamja6954,1709983748382,Raduša,Damjanović,F,1983-09-17,BEOGRADSKA 20,+381 68 553 1315,radušadamja6954@yandex.ru,710407
483,godečđorđiš849,1011952644898,Godeč,Đorđišanović,M,1952-11-10,DOSITEJA OBRADOVIĆA 21,+381 60 048 7075,,710504
484,CakaVulešević,1805989552301,Caka,Vulešević,M,1989-05-18,DANILO BOŠKOVIĆ 56,+381 65 035 7405,,724092
485,StakaMaljević,1508979699973,Staka,Maljević,F,1979-08-15,DANILO BOŠKOVIĆ 171,+381 60 030 8023,StakaMaljević@yandex.ru,724092
486,LidijaGušatović,2810952865743,Lidija,Gušatović,F,1952-10-28,UČITELJICE MACE 12,+381 64 044 6608,LidijaGušatović@gmail.com,724106
487,živadinivan7655,3107962211565,Živadin,Ivančević,M,1962-07-31,GLAVNA 23,+381 65 038 1605,živadinivan7655@mail.ru,724734
488,perunkođurđ9014,0306993880500,Perunko,Đurđenović,M,1993-06-03,KRALJEVIĆA MARKA 34,+381 65 751 0083,perunkođurđ9014@yandex.ru,723916
489,mirajorgova3276,0405972927328,Mira,Jorgovanović,F,1972-05-04,DUŠANA TRIVUNCA 23B,+381 68 277 5643,mirajorgova3276@yahoo.com,792047
490,SimkaJovićević,2608002258531,Simka,Jovićević,F,2002-08-26,PARISKE KOMUNE 4,+381 63 675 4321,SimkaJovićević@yandex.ru,792047
491,dragislavst2930,0410988262284,Dragislav,Stoićević,M,1988-10-04,ALEKSANDRA MILENKOVIĆA 10,+381 64 418 3245,dragislavst2930@yandex.ru,792012
492,vidosavađur5468,1301977757090,Vidosava,Đuretanović,F,1977-01-13,JANISA JANULISA 9,+381 64 302 6614,vidosavađur5468@mail.ru,792012
493,spiramiljoj5544,1612955982347,Spira,Miljojković,M,1955-12-16,CRKVIŠTE 3,+381 68 107 8683,,712566
494,IvanišBudićević,0604943280085,Ivaniš,Budićević,M,1943-04-06,BOROVA 50,+381 63 620 6276,,729094
495,ZoranaRadenović,2411965679269,Zorana,Radenović,F,1965-11-24,CARICE MILICE 22,+381 69 676 0728,ZoranaRadenović@yahoo.com,729094
496,vojdragkreč4698,2412960272042,Vojdrag,Krečković,M,1960-12-24,ŽIVKA GRUJIĆA 17,+381 67 430 3705,,729175
497,SofijaStajević,2405982398670,Sofija,Stajević,F,1982-05-24,MILOJKOVA 1,+381 63 054 0547,SofijaStajević@yahoo.com,729205
498,bojkamirosa79,1611948577076,Bojka,Mirosavljević,F,1948-11-16,STEVANA JOVANOVIĆA 17,+381 69 153 0655,,729175
499,veroslavafr3135,1805945035693,Veroslava,Frankulović,F,1945-05-18,PRVOKUTINSKA 300,+381 66 777 3200,,729507
500,radulinprib4592,2206999744647,Radulin,Pribanović,M,1999-06-22,ALEKSE ŠANTIĆA 9,+381 63 218 6607,radulinprib4592@yandex.ru,729353
501,ŽivicaTacović,1303969161507,Živica,Tacović,M,1969-03-13,ČARENSKA 46,+381 64 220 0216,,729086
502,dragicabudi5210,3012993716332,Dragica,Budićević,F,1993-12-30,DUŠKA RADOVIĆA 17,+381 67 443 8148,dragicabudi5210@mail.ru,738891
503,VojislavLuković,2606963144320,Vojislav,Luković,M,1963-06-26,MARŠALA TITA 12,+381 69 772 4364,VojislavLuković@gmail.com,740829
504,ŽivoinDmiović,2105948421857,Živoin,Dmiović,M,1948-05-21,VOJNIKA PEĐE LEOVCA 12A,+381 69 267 1866,,729485
505,tamaramitra9330,1902957977543,Tamara,Mitraković,F,1957-02-19,RIMSKI PUT 221,+381 65 857 7281,,729248
506,negovankaja374,2406972016391,Negovanka,Jarčević,F,1972-06-24,DUŠKA RADOVIĆA 9,+381 68 081 2626,,738778
507,PerkaŽivković,2007965737493,Perka,Živković,F,1965-07-20,SEOSKA 19,+381 65 665 7254,,717550
508,LataStailković,2605992059656,Lata,Stailković,F,1992-05-26,LASOVSKI DEL 3,+381 64 448 3470,LataStailković@gmail.com,706191
509,kostadinamu4485,2802978316445,Kostadina,Muškatirović,F,1978-02-28,SVETE TROJICE 113,+381 61 052 1600,kostadinamu4485@yandex.ru,722740
510,LjepavaCurović,2811993518534,Ljepava,Curović,F,1993-11-28,NIKOLE PAŠIĆA 24,+381 62 867 2051,LjepavaCurović@yahoo.com,706418
511,BogićZafirović,0501954270917,Bogić,Zafirović,M,1954-01-05,HOMOLJSKA 30,+381 66 442 7651,BogićZafirović@gmail.com,726869
512,ĐurđaNaerlović,2110951867958,Đurđa,Naerlović,F,1951-10-21,KAPETANA MIŠE 255,+381 61 525 0411,,726818
513,stoiljkosto7065,2211999172814,Stoiljko,Stojaković,M,1999-11-22,RAŠKA 2,+381 64 032 3523,stoiljkosto7065@gmail.com,801089
514,tatomirjana5614,1411969240539,Tatomir,Janašković,M,1969-11-14,VRŠAČKA 3,+381 67 718 2231,,801151
515,slavicasime5418,0512945315974,Slavica,Simeonović,F,1945-12-05,ŠKOLSKA 1,+381 67 286 1764,slavicasime5418@hotmail.com,801194
516,NikonRistović,1301977684751,Nikon,Ristović,M,1977-01-13,MAKEDONSKA 68,+381 61 582 3126,NikonRistović@gmail.com,801119
517,vladislavar7646,2510960985558,Vladislava,Radošljević,F,1960-10-25,MORAVSKA 14,+381 68 404 6437,,724068
518,đurđinagaru6135,0807954146936,Đurđina,Garunović,F,1954-07-08,DRINSKE DIVIZIJE 23B,+381 67 123 4371,,741400
519,stanojabrut7432,2204987463332,Stanoja,Brutulović,M,1987-04-22,TOME IVANOVIĆA 109,+381 69 474 4587,stanojabrut7432@yandex.ru,741400
520,kraisavaške7445,1805997078106,Kraisava,Škerović,F,1997-05-18,JUŽNOMORAVSKIH BRIGADA 4A,+381 60 444 3137,kraisavaške7445@gmail.com,710717
521,JagodaŠodolović,2502006697871,Jagoda,Šodolović,F,2006-02-25,KARAĐORĐEVA 34,+381 66 133 1830,JagodaŠodolović@mail.ru,710717
522,damljankaba8916,2310981597335,Damljanka,Baronović,F,1981-10-23,MILOŠA OBILIĆA 2,+381 61 670 4143,damljankaba8916@gmail.com,712701
523,NikšaKolović,2005970883184,Nikša,Kolović,M,1970-05-20,NENADA ŽIVKOVIĆA 28,+381 66 103 5222,NikšaKolović@mail.ru,712850
524,kumodragprl3010,0108004401693,Kumodrag,Prlainović,M,2004-08-01,ZASELAK RAJČETINE 30,+381 64 048 8127,kumodragprl3010@hotmail.com,745111
525,cvijaarseni5832,3103004645370,Cvija,Arsenijević,F,2004-03-31,BITVRĐA 49,+381 68 161 0635,cvijaarseni5832@mail.ru,741078
526,MilušKocanović,1910944613139,Miluš,Kocanović,M,1944-10-19,JOVANA JOVIČIĆA 73A,+381 65 480 0464,,729400
527,krunoslavka9419,0411963998599,Krunoslavka,Tančević,F,1963-11-04,RUDNIČKA 72,+381 64 218 8353,krunoslavka9419@yandex.ru,717754
528,branislavak6829,2105970216265,Branislava,Kazanović,F,1970-05-21,LAZE KOSTIĆA 29V,+381 69 675 1453,branislavak6829@yandex.ru,738735
529,dobrilalava6781,2201951436352,Dobrila,Lavadinović,F,1951-01-22,GABROVSKA 3,+381 64 322 8256,,717673
530,LeposlavPaović,2209003503263,Leposlav,Paović,M,2003-09-22,SOLUNSKA 85,+381 62 377 4531,LeposlavPaović@mail.ru,703311
531,IvonaVujošević,1004960518869,Ivona,Vujošević,F,1960-04-10,KNJAZA MILOŠA 50A,+381 67 574 6331,,717657
532,timkapetraš874,0812004598906,Timka,Petrašinović,F,2004-12-08,VRBICA 125,+381 68 645 8843,timkapetraš874@yandex.ru,715581
533,gradimirhut1738,2807996514261,Gradimir,Hutalarović,M,1996-07-28,IVANA MILUTINOVIĆA 4A,+381 60 457 0683,gradimirhut1738@yahoo.com,717657
534,DražetaRašović,2607940491444,Dražeta,Rašović,M,1940-07-26,JELAŠNIČKA DONJA 74,+381 68 517 6370,,717606
535,stefanijami2080,0704938409007,Stefanija,Mijušković,F,1938-04-07,ZASELAK DEL 5,+381 61 575 1324,,744999
536,LizaNajdanović,1907960919269,Liza,Najdanović,F,1960-07-19,KOSTRAŠEVCI 103,+381 67 211 8244,LizaNajdanović@gmail.com,741299
537,radomanložn9923,2512942063210,Radoman,Ložnjaković,M,1942-12-25,JEDANAESTI OKTOBAR 118,+381 61 285 6284,,703001
538,MilunkaArunović,0111989598651,Milunka,Arunović,F,1989-11-01,DOSITEJA OBRADOVIĆA 45B,+381 65 624 2330,MilunkaArunović@hotmail.com,738760
539,vuicakošnič202,1212969614845,Vuica,Košničarević,M,1969-12-12,ĐORINCI 11,+381 65 704 3482,vuicakošnič202@gmail.com,738930
540,rusimirzaha4226,1204980424590,Rusimir,Zaharijević,M,1980-04-12,ĐURĐEVDANSKA 57,+381 67 706 3566,rusimirzaha4226@yandex.ru,717355
541,AnaDrndarević,3107938275140,Ana,Drndarević,F,1938-07-31,KRALJA PETRA PRVOG 11,+381 65 768 4126,,706515
542,SovijaMedojević,2111950117399,Sovija,Medojević,F,1950-11-21,LESKOVAC 140,+381 61 475 1644,,715760
543,aleksandarm4872,1801964143051,Aleksandar,Medović,M,1964-01-18,OLIMPIJSKA 38,+381 67 656 0018,,715689
544,ĐorđoDivčević,0108937282601,Đorđo,Divčević,M,1937-08-01,NARODNOG FRONTA 43,+381 69 864 7355,,715689
545,veselkasimo3217,0209969397429,Veselka,Simončević,F,1969-09-02,GRLIŠTE 419,+381 68 252 7227,,715638
546,LjiljanaRnković,1108950495217,Ljiljana,Rnković,F,1950-08-11,ZLATIBORSKA 2,+381 69 321 6467,,715689
547,DrailoSotirović,0609982900570,Drailo,Sotirović,M,1982-09-06,MILOVANA GLIŠIĆA 27,+381 63 300 0462,DrailoSotirović@yahoo.com,715689
548,gvozdenkopl8396,0310005212567,Gvozdenko,Plaštinović,M,2005-10-03,BOROVAČKA 41,+381 66 310 3626,gvozdenkopl8396@yandex.ru,715689
549,borivojsimu6751,2705992574659,Borivoj,Simunović,M,1992-05-27,ZASEOK KALE 163,+381 67 620 5655,borivojsimu6751@yandex.ru,715573
550,milunikavid8341,1607942087603,Milunika,Vidačković,F,1942-07-16,LOLE RIBARA 3,+381 68 718 5804,,715875
551,skorosavmak2204,1911944834158,Skorosav,Makljenović,M,1944-11-19,SOLUNSKOG FRONTA 8,+381 60 856 5753,,728888
552,natalijadej6232,2006997336256,Natalija,Dejković,F,1997-06-20,PAJE JOVANOVIĆA 22,+381 66 644 3831,natalijadej6232@gmail.com,726818
553,KrstaVuletović,0408004344043,Krsta,Vuletović,M,2004-08-04,KORNELIJA STANKOVIĆA 110,+381 61 575 8535,KrstaVuletović@yahoo.com,726885
554,DušankaGinović,0708971068947,Dušanka,Ginović,F,1971-08-07,TRNAVAC 212,+381 69 212 4331,DušankaGinović@yandex.ru,715913
555,KosankaGavrović,1608963499351,Kosanka,Gavrović,F,1963-08-16,ČOKONJAR 9,+381 66 516 6820,,715930
556,GrubačMrković,1202931380015,Grubač,Mrković,M,1931-02-12,BRAĆE ĐURIĆA 7,+381 63 787 2147,,728462
557,mijanamorav8991,3101968019105,Mijana,Moravčević,F,1968-01-31,CARA DUŠANA 16,+381 61 887 3654,mijanamorav8991@hotmail.com,728519
558,PavkaVinulović,0812990977863,Pavka,Vinulović,F,1990-12-08,KOSTE TODOROVIĆA 3,+381 68 311 2288,PavkaVinulović@yandex.ru,728675
559,ĐurđaDakanović,1510925869904,Đurđa,Dakanović,F,1925-10-15,KOČE ANĐELKOVIĆA 2,+381 65 063 7282,,716740
560,rusmirmarti5866,1802987234501,Rusmir,Martinović,M,1987-02-18,NEMANJINA 8,+381 66 402 8741,rusmirmarti5866@yahoo.com,716561
561,miroslavpas673,2112948552457,Miroslav,Paskaljević,M,1948-12-21,MARŠALA TITA 7,+381 68 881 3007,,716685
562,dušankastai8170,2706963296683,Dušanka,Stailković,F,1963-06-27,KUSA VRANA 127,+381 62 677 8346,dušankastai8170@gmail.com,714461
563,NikodijeGudović,2104981110444,Nikodije,Gudović,M,1981-04-21,BABINA BARA 4,+381 63 257 4081,NikodijeGudović@gmail.com,732575
564,BalšaJošević,0912934641352,Balša,Jošević,M,1934-12-09,NARODNIH HEROJA 13,+381 67 133 0712,,732575
565,GrdanSteković,0411966020556,Grdan,Steković,M,1966-11-04,SLAVONSKA 32A,+381 69 780 4433,,732575
566,novišaerdel7306,2809963352043,Noviša,Erdeljanović,M,1963-09-28,DRAGOŠEVA 28,+381 68 413 5688,novišaerdel7306@gmail.com,732575
567,LucijaUzunović,2708944937522,Lucija,Uzunović,F,1944-08-27,ZLATIBORSKA 20,+381 66 425 8482,,732575
568,JegdaStanović,1709930219001,Jegda,Stanović,F,1930-09-17,TRNJANA 47,+381 61 163 3840,,732788
569,NikodimNosović,2202982711457,Nikodim,Nosović,M,1982-02-22,MAZGOŠ 90,+381 65 381 1748,,714488
570,avakumružes8982,1606925884310,Avakum,Ružesković,M,1925-06-16,MILOŠA OBILIĆA 14A,+381 63 787 2870,,728667
